"Gender,""Age"",""openness"",""neuroticism"",""conscientiousness"",""agreeableness"",""extraversion"",""personality"""
"Female,""Dewasa"",""Kurang"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""dependable"""
"Male,""Dewasa"",""Kurang"",""Sedang"",""Kurang"",""Baik"",""Cukup"",""dependable"""
"Male,""Remaja"",""Cukup"",""Kurang"",""Cukup"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Kurang"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Kurang"",""Sedang"",""Cukup"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""Baik"",""lively"""
"Male,""Remaja"",""Baik"",""Kurang"",""Cukup"",""Sedang"",""Cukup"",""serious"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Cukup"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Kurang"",""Cukup"",""Baik"",""responsible"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Kurang"",""Sedang"",""Sedang"",""lively"""
"Female,""Remaja"",""Baik"",""Kurang"",""Cukup"",""Sedang"",""Cukup"",""dependable"""
"Male,""Remaja"",""Baik"",""Cukup"",""Sedang"",""Cukup"",""Cukup"",""serious"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Kurang"",""Cukup"",""Sedang"",""lively"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Kurang"",""Sedang"",""Cukup"",""dependable"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Cukup"",""Sedang"",""Cukup"",""lively"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""Sedang"",""dependable"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Cukup"",""Sedang"",""Cukup"",""serious"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Kurang"",""Cukup"",""Baik"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""dependable"""
"Male,""Remaja"",""Sedang"",""Kurang"",""Kurang"",""Baik"",""Sedang"",""lively"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Baik"",""Sedang"",""Baik"",""serious"""
"Male,""Remaja"",""Baik"",""Baik"",""Sedang"",""Sedang"",""Baik"",""extraverted"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Baik"",""Cukup"",""Cukup"",""lively"""
"Male,""Remaja"",""Sedang"",""Kurang"",""Baik"",""Sedang"",""Kurang"",""lively"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Baik"",""Sedang"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Baik"",""Sedang"",""dependable"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Baik"",""Cukup"",""Sedang"",""serious"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Kurang"",""Sedang"",""Kurang"",""responsible"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Baik"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Baik"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Baik"",""Cukup"",""Cukup"",""Sedang"",""Sedang"",""responsible"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Baik"",""Kurang"",""lively"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Baik"",""Sedang"",""Cukup"",""serious"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Kurang"",""Cukup"",""Sedang"",""lively"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Cukup"",""Sedang"",""Cukup"",""serious"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""responsible"""
"Female,""Remaja"",""Sedang"",""Baik"",""Sedang"",""Baik"",""Sedang"",""dependable"""
"Female,""Remaja"",""Kurang"",""Baik"",""Sedang"",""Baik"",""Cukup"",""dependable"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Kurang"",""Sedang"",""Kurang"",""lively"""
"Male,""Remaja"",""Sedang"",""Baik"",""Cukup"",""Kurang"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Kurang"",""Sedang"",""Baik"",""extraverted"""
"Male,""Remaja"",""Baik"",""Baik"",""Baik"",""Sedang"",""Kurang"",""lively"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""responsible"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""Cukup"",""serious"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Baik"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Baik"",""Sedang"",""Baik"",""Sedang"",""Sedang"",""responsible"""
"Male,""Remaja"",""Sedang"",""Baik"",""Baik"",""Cukup"",""Kurang"",""dependable"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Cukup"",""Sedang"",""Cukup"",""serious"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""dependable"""
"Male,""Remaja"",""Kurang"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Cukup"",""Sedang"",""lively"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Baik"",""Cukup"",""Cukup"",""dependable"""
"Male,""Remaja"",""Kurang"",""Sedang"",""Sedang"",""Kurang"",""Baik"",""dependable"""
"Female,""Remaja"",""Cukup"",""Baik"",""Cukup"",""Kurang"",""Sedang"",""lively"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Baik"",""Sedang"",""Cukup"",""responsible"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Baik"",""Sedang"",""Sedang"",""lively"""
"Female,""Remaja"",""Kurang"",""Sedang"",""Baik"",""Cukup"",""Cukup"",""serious"""
"Male,""Remaja"",""Cukup"",""Baik"",""Sedang"",""Cukup"",""Sedang"",""serious"""
"Female,""Remaja"",""Cukup"",""Baik"",""Sedang"",""Sedang"",""Baik"",""dependable"""
"Female,""Remaja"",""Baik"",""Baik"",""Cukup"",""Sedang"",""Baik"",""serious"""
"Female,""Remaja"",""Sedang"",""Baik"",""Cukup"",""Baik"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Cukup"",""Baik"",""Baik"",""Sedang"",""Cukup"",""extraverted"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Kurang"",""Cukup"",""lively"""
"Female,""Remaja"",""Baik"",""Cukup"",""Kurang"",""Cukup"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""responsible"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Baik"",""Baik"",""Cukup"",""extraverted"""
"Female,""Remaja"",""Baik"",""Sedang"",""Baik"",""Sedang"",""Sedang"",""serious"""
"Male,""Dewasa"",""Kurang"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""lively"""
"Female,""Dewasa"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Baik"",""Sedang"",""serious"""
"Male,""Remaja"",""Kurang"",""Sedang"",""Sedang"",""Baik"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Kurang"",""Kurang"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""Baik"",""serious"""
"Male,""Remaja"",""Kurang"",""Sedang"",""Cukup"",""Baik"",""Cukup"",""dependable"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Kurang"",""Sedang"",""Cukup"",""lively"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""lively"""
"Female,""Remaja"",""Kurang"",""Cukup"",""Sedang"",""Baik"",""Sedang"",""dependable"""
"Male,""Remaja"",""Cukup"",""Baik"",""Cukup"",""Sedang"",""Kurang"",""lively"""
"Female,""Remaja"",""Baik"",""Cukup"",""Cukup"",""Baik"",""Sedang"",""dependable"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Kurang"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Baik"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Kurang"",""Cukup"",""Kurang"",""Sedang"",""Kurang"",""dependable"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""Kurang"",""responsible"""
"Female,""Remaja"",""Sedang"",""Baik"",""Sedang"",""Cukup"",""Cukup"",""dependable"""
"Male,""Remaja"",""Sedang"",""Kurang"",""Baik"",""Sedang"",""Cukup"",""serious"""
"Male,""Remaja"",""Baik"",""Cukup"",""Baik"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Kurang"",""Cukup"",""Sedang"",""Cukup"",""responsible"""
"Female,""Remaja"",""Sedang"",""Kurang"",""Sedang"",""Sedang"",""Sedang"",""responsible"""
"Female,""Remaja"",""Baik"",""Kurang"",""Cukup"",""Cukup"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Kurang"",""Kurang"",""Cukup"",""Sedang"",""dependable"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Cukup"",""Sedang"",""lively"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Cukup"",""Cukup"",""Cukup"",""serious"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Cukup"",""Sedang"",""serious"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Kurang"",""Baik"",""Cukup"",""lively"""
"Male,""Remaja"",""Baik"",""Cukup"",""Cukup"",""Cukup"",""Sedang"",""responsible"""
"Male,""Remaja"",""Baik"",""Cukup"",""Cukup"",""Kurang"",""Sedang"",""responsible"""
"Female,""Remaja"",""Sedang"",""Baik"",""Kurang"",""Baik"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Kurang"",""Baik"",""Sedang"",""Cukup"",""Sedang"",""lively"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""Cukup"",""lively"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Baik"",""Cukup"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""Kurang"",""dependable"""
"Female,""Remaja"",""Sedang"",""Kurang"",""Baik"",""Kurang"",""Kurang"",""dependable"""
"Male,""Dewasa"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""Cukup"",""serious"""
"Male,""Remaja"",""Sedang"",""Kurang"",""Sedang"",""Sedang"",""Kurang"",""extraverted"""
"Female,""Remaja"",""Kurang"",""Sedang"",""Sedang"",""Kurang"",""Sedang"",""dependable"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""lively"""
"Female,""Remaja"",""Cukup"",""Kurang"",""Sedang"",""Kurang"",""Cukup"",""serious"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Cukup"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""responsible"""
"Female,""Remaja"",""Baik"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""extraverted"""
"Female,""Remaja"",""Baik"",""Sedang"",""Baik"",""Kurang"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Baik"",""Cukup"",""Sedang"",""responsible"""
"Male,""Remaja"",""Baik"",""Cukup"",""Sedang"",""Kurang"",""Sedang"",""dependable"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Baik"",""Cukup"",""Sedang"",""lively"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Kurang"",""Baik"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Baik"",""Cukup"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""dependable"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""Cukup"",""responsible"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Baik"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Cukup"",""Baik"",""Kurang"",""Sedang"",""Baik"",""responsible"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""lively"""
"Female,""Remaja"",""Baik"",""Sedang"",""Baik"",""Kurang"",""Kurang"",""responsible"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Baik"",""Kurang"",""Cukup"",""dependable"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""dependable"""
"Male,""Remaja"",""Kurang"",""Cukup"",""Sedang"",""Sedang"",""Cukup"",""serious"""
"Male,""Remaja"",""Cukup"",""Baik"",""Sedang"",""Cukup"",""Sedang"",""dependable"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Kurang"",""Cukup"",""Sedang"",""dependable"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""responsible"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""lively"""
"Male,""Remaja"",""Kurang"",""Kurang"",""Baik"",""Sedang"",""Cukup"",""dependable"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Sedang"",""Cukup"",""responsible"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Baik"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Cukup"",""Cukup"",""lively"""
"Male,""Remaja"",""Kurang"",""Sedang"",""Baik"",""Sedang"",""Baik"",""dependable"""
"Male,""Remaja"",""Baik"",""Sedang"",""Sedang"",""Kurang"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Baik"",""Sedang"",""Cukup"",""Cukup"",""lively"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""responsible"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""responsible"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Kurang"",""Baik"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Baik"",""Kurang"",""Cukup"",""serious"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Baik"",""Cukup"",""Baik"",""lively"""
"Female,""Remaja"",""Kurang"",""Cukup"",""Cukup"",""Cukup"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Baik"",""Sedang"",""Baik"",""lively"""
"Male,""Dewasa"",""Kurang"",""Kurang"",""Baik"",""Cukup"",""Sedang"",""extraverted"""
"Male,""Dewasa"",""Kurang"",""Sedang"",""Baik"",""Cukup"",""Cukup"",""lively"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Cukup"",""Sedang"",""dependable"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""Cukup"",""lively"""
"Female,""Remaja"",""Sedang"",""Kurang"",""Baik"",""Sedang"",""Sedang"",""dependable"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Cukup"",""Cukup"",""Cukup"",""responsible"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Kurang"",""Sedang"",""Kurang"",""responsible"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Cukup"",""Cukup"",""Sedang"",""responsible"""
"Male,""Remaja"",""Baik"",""Kurang"",""Cukup"",""Cukup"",""Cukup"",""serious"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Baik"",""Sedang"",""dependable"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Cukup"",""Sedang"",""Sedang"",""responsible"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Cukup"",""Kurang"",""Kurang"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""Cukup"",""lively"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Baik"",""Cukup"",""Baik"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""responsible"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Kurang"",""Cukup"",""responsible"""
"Female,""Remaja"",""Sedang"",""Kurang"",""Cukup"",""Sedang"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Baik"",""Sedang"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Cukup"",""Sedang"",""Cukup"",""serious"""
"Male,""Remaja"",""Baik"",""Cukup"",""Kurang"",""Sedang"",""Cukup"",""dependable"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""lively"""
"Female,""Remaja"",""Cukup"",""Kurang"",""Cukup"",""Sedang"",""Sedang"",""responsible"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Cukup"",""Cukup"",""lively"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Kurang"",""Kurang"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""extraverted"""
"Female,""Dewasa"",""Sedang"",""Kurang"",""Sedang"",""Cukup"",""Kurang"",""dependable"""
"Female,""Dewasa"",""Baik"",""Cukup"",""Baik"",""Sedang"",""Sedang"",""responsible"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Cukup"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Kurang"",""Cukup"",""Baik"",""Sedang"",""Sedang"",""responsible"""
"Male,""Remaja"",""Kurang"",""Kurang"",""Cukup"",""Baik"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Cukup"",""Baik"",""Cukup"",""Cukup"",""Baik"",""extraverted"""
"Male,""Remaja"",""Kurang"",""Sedang"",""Sedang"",""Kurang"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Kurang"",""Sedang"",""Sedang"",""Kurang"",""lively"""
"Female,""Remaja"",""Kurang"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Kurang"",""Sedang"",""serious"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Kurang"",""Cukup"",""extraverted"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""dependable"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""Cukup"",""responsible"""
"Male,""Dewasa"",""Sedang"",""Sedang"",""Sedang"",""Kurang"",""Cukup"",""lively"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Baik"",""Cukup"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Kurang"",""Sedang"",""Cukup"",""Kurang"",""Baik"",""responsible"""
"Male,""Remaja"",""Sedang"",""Baik"",""Kurang"",""Cukup"",""Cukup"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Kurang"",""Baik"",""dependable"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Cukup"",""Cukup"",""dependable"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""responsible"""
"Male,""Dewasa"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""Sedang"",""dependable"""
"Male,""Dewasa"",""Kurang"",""Sedang"",""Sedang"",""Kurang"",""Sedang"",""serious"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""dependable"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""responsible"""
"Female,""Remaja"",""Sedang"",""Kurang"",""Baik"",""Baik"",""Sedang"",""responsible"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Kurang"",""Sedang"",""serious"""
"Female,""Remaja"",""Cukup"",""Kurang"",""Cukup"",""Cukup"",""Cukup"",""lively"""
"Male,""Dewasa"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""extraverted"""
"Male,""Dewasa"",""Baik"",""Sedang"",""Sedang"",""Kurang"",""Sedang"",""dependable"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Cukup"",""Kurang"",""Baik"",""extraverted"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Cukup"",""Baik"",""serious"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Kurang"",""Sedang"",""serious"""
"Female,""Remaja"",""Kurang"",""Cukup"",""Sedang"",""Baik"",""Sedang"",""responsible"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Kurang"",""Cukup"",""serious"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Kurang"",""Baik"",""serious"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Baik"",""Cukup"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Kurang"",""Kurang"",""Sedang"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Cukup"",""Kurang"",""Baik"",""responsible"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Sedang"",""Kurang"",""Sedang"",""lively"""
"Male,""Remaja"",""Baik"",""Kurang"",""Sedang"",""Sedang"",""Sedang"",""responsible"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Cukup"",""Sedang"",""Cukup"",""dependable"""
"Female,""Remaja"",""Kurang"",""Kurang"",""Sedang"",""Cukup"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Cukup"",""Cukup"",""Sedang"",""dependable"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Kurang"",""Sedang"",""Sedang"",""dependable"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Baik"",""Baik"",""Cukup"",""dependable"""
"Female,""Remaja"",""Cukup"",""Kurang"",""Baik"",""Cukup"",""Sedang"",""dependable"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Baik"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Baik"",""Sedang"",""Cukup"",""Sedang"",""Cukup"",""lively"""
"Female,""Remaja"",""Baik"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""lively"""
"Female,""Dewasa"",""Cukup"",""Baik"",""Sedang"",""Baik"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Baik"",""Sedang"",""responsible"""
"Male,""Remaja"",""Sedang"",""Kurang"",""Baik"",""Sedang"",""Sedang"",""dependable"""
"Male,""Remaja"",""Kurang"",""Kurang"",""Sedang"",""Cukup"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Cukup"",""Sedang"",""Sedang"",""dependable"""
"Male,""Remaja"",""Kurang"",""Kurang"",""Cukup"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""responsible"""
"Female,""Remaja"",""Baik"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""serious"""
"Female,""Remaja"",""Sedang"",""Kurang"",""Baik"",""Sedang"",""Sedang"",""extraverted"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Cukup"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Kurang"",""Cukup"",""Cukup"",""Sedang"",""serious"""
"Male,""Remaja"",""Baik"",""Cukup"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Cukup"",""Sedang"",""lively"""
"Female,""Remaja"",""Kurang"",""Sedang"",""Baik"",""Sedang"",""Cukup"",""responsible"""
"Female,""Remaja"",""Cukup"",""Kurang"",""Baik"",""Sedang"",""Cukup"",""dependable"""
"Male,""Remaja"",""Cukup"",""Cukup"",""Baik"",""Sedang"",""Cukup"",""serious"""
"Male,""Remaja"",""Sedang"",""Kurang"",""Cukup"",""Sedang"",""Baik"",""lively"""
"Male,""Remaja"",""Baik"",""Cukup"",""Kurang"",""Cukup"",""Cukup"",""dependable"""
"Male,""Remaja"",""Baik"",""Cukup"",""Kurang"",""Kurang"",""Sedang"",""lively"""
"Female,""Remaja"",""Baik"",""Baik"",""Baik"",""Baik"",""Kurang"",""extraverted"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""dependable"""
"Male,""Remaja"",""Baik"",""Sedang"",""Cukup"",""Sedang"",""Sedang"",""dependable"""
"Male,""Remaja"",""Baik"",""Sedang"",""Baik"",""Cukup"",""Cukup"",""serious"""
"Female,""Remaja"",""Cukup"",""Cukup"",""Sedang"",""Sedang"",""Cukup"",""lively"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""lively"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Baik"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Baik"",""Sedang"",""Baik"",""serious"""
"Male,""Remaja"",""Sedang"",""Baik"",""Sedang"",""Sedang"",""Baik"",""lively"""
"Female,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""lively"""
"Male,""Remaja"",""Sedang"",""Baik"",""Sedang"",""Sedang"",""Cukup"",""serious"""
"Female,""Remaja"",""Baik"",""Sedang"",""Baik"",""Baik"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""serious"""
"Male,""Remaja"",""Sedang"",""Baik"",""Sedang"",""Sedang"",""Sedang"",""dependable"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""Sedang"",""extraverted"""
"Male,""Remaja"",""Cukup"",""Sedang"",""Baik"",""Cukup"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Baik"",""Baik"",""Kurang"",""Sedang"",""Sedang"",""serious"""
"Female,""Remaja"",""Sedang"",""Baik"",""Cukup"",""Cukup"",""Kurang"",""responsible"""
"Male,""Remaja"",""Sedang"",""Sedang"",""Sedang"",""Cukup"",""Cukup"",""responsible"""
"Female,""Remaja"",""Cukup"",""Sedang"",""Cukup"",""Cukup"",""Cukup"",""extraverted"""
"Male,""Remaja"",""Sedang"",""Cukup"",""Sedang"",""Cukup"",""Sedang"",""responsible"""
